species,MEY11_0,MEY11_1,MEY11_2,MEY11_3,MEY11_4,MEY11_5,MEY11_6,MEY11_7,MEY11_8,MEY11_9,MEY4_0,MEY4_1,MEY4_2,MEY4_3,MEY4_4,MEY4_5,MEY4_6,MEY4_7,MEY4_8,MEY4_9,MEY7_0,MEY7_1,MEY7_2,MEY7_3,MEY7_4,MEY7_5,MEY7_6,MEY7_7,MEY7_8,MEY7_8_control,MEY7_9,MEY8_0,MEY8_1,MEY8_2,MEY8_3,MEY8_4,MEY8_5,MEY8_6,MEY8_7,MEY8_8,MEY8_9,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Streptomyces pseudogriseolus,0,0,0,0,0,0,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,5,2,34,Bacteria,none,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Bacteria;none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces pseudogriseolus
Gabonibacter massiliensis,3,1,5,1,8,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,34,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Gabonibacter,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Gabonibacter;Gabonibacter massiliensis
Pelosinus propionicus,2,1,2,1,7,2,2,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,3,0,34,Bacteria,none,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,Bacteria;none;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Pelosinus;Pelosinus propionicus
Acholeplasma equifetale,1,3,2,7,0,0,0,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,34,Bacteria,none,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Bacteria;none;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma equifetale
Ruminiclostridium cellulolyticum,2,3,0,2,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,34,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminiclostridium;Ruminiclostridium cellulolyticum
Pseudobacteroides cellulosolvens,3,1,0,1,4,0,3,3,1,6,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,34,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Pseudobacteroides,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Pseudobacteroides;Pseudobacteroides cellulosolvens
Komarekiella gloeocapsoidea,0,1,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Nostocales,Nostocaceae,Komarekiella,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Nostocaceae;Komarekiella;Komarekiella gloeocapsoidea
Speleotes anchialus,0,0,7,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,33,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Chroococcales,Microcystaceae,Speleotes,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Microcystaceae;Speleotes;Speleotes anchialus
Ornithinimicrobium tianjinense,2,2,1,5,3,1,1,0,2,4,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,2,33,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Ornithinimicrobiaceae,Ornithinimicrobium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;Ornithinimicrobium tianjinense
Kluyvera ascorbata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,21,1,33,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera ascorbata
Tannockella kyphosi,0,2,0,1,0,0,1,1,1,1,4,1,12,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,33,Bacteria,none,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Tannockella,Bacteria;none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Tannockella;Tannockella kyphosi
Aminipila luticellarii,3,0,8,5,7,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Aminipila,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Aminipila;Aminipila luticellarii
Ancylothrix rivularis,3,0,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,3,2,4,2,33,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Oscillatoriales,Oscillatoriales_Incertae_sedis,Ancylothrix,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Oscillatoriales_Incertae_sedis;Ancylothrix;Ancylothrix rivularis
Acetoanaerobium sticklandii,0,2,2,4,5,0,7,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,33,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Acetoanaerobium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Acetoanaerobium;Acetoanaerobium sticklandii
Ligilactobacillus araffinosus,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,2,0,3,0,0,3,0,0,0,33,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus araffinosus
Bacteroides eggerthii,1,1,3,2,5,4,1,2,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,33,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii
Aestuariicoccus marinus,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,33,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariicoccus,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aestuariicoccus;Aestuariicoccus marinus
Paenibacillus limicola,1,1,4,3,0,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,1,3,2,33,Bacteria,none,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus limicola
Desulfitispora elongata,0,1,0,0,1,1,9,3,0,8,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,33,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Desulfitispora,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfitispora;Desulfitispora elongata
Bianquea renquensis,3,2,3,3,4,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,1,1,1,33,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Bianqueaceae,Bianquea,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Bianqueaceae;Bianquea;Bianquea renquensis
Carnobacterium viridans,3,3,3,2,2,3,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,1,1,1,0,32,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium viridans
Nocardioides pacificus,2,0,2,1,0,1,1,4,3,2,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,2,32,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides pacificus
Listeria grayi,2,0,0,3,4,2,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,4,1,3,0,32,Bacteria,none,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Bacteria;none;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria grayi
Ammoniibacillus agariperforans,2,3,2,2,1,2,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,32,Bacteria,none,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniibacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniibacillus;Ammoniibacillus agariperforans
Stutzerimonas stutzeri,4,0,6,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,32,Bacteria,none,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Bacteria;none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri
Caloramator fervidus,3,0,2,2,2,2,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,1,0,0,1,4,32,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Caloramator,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Caloramator;Caloramator fervidus
Megamonas hypermegale,0,0,3,2,1,1,4,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,32,Bacteria,none,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Bacteria;none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas hypermegale
Nocardiopsis kunsanensis,1,4,2,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1,32,Bacteria,none,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Bacteria;none;Actinobacteria;Actinomycetia;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis kunsanensis
Prevotella stercorea,0,1,2,2,0,0,2,5,1,3,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,3,32,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella stercorea
Paenibacillus brasilensis,4,4,1,3,2,1,4,1,2,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,32,Bacteria,none,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus brasilensis
Streptococcus macacae,6,2,2,1,3,6,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus macacae
Tepidibacter thalassicus,0,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,3,0,4,3,1,4,31,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Tepidibacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Tepidibacter;Tepidibacter thalassicus
Yersinia thracica,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,31,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia thracica
Clostridium arbusti,0,0,0,0,0,6,1,0,6,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,31,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium arbusti
Anaeromonas gelatinilytica,0,0,0,3,8,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,31,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Anaeromonas,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Anaeromonas;Anaeromonas gelatinilytica
Clostridium acetireducens,0,1,1,2,4,2,1,1,2,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,2,31,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium acetireducens
Furfurilactobacillus rossiae,3,3,0,3,0,5,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,31,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Furfurilactobacillus;Furfurilactobacillus rossiae
Alkalihalobacillus hemicentroti,6,2,1,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,2,31,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Alkalihalobacillus;Alkalihalobacillus hemicentroti
Mycoplasmopsis hyopharyngis,2,0,0,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,2,0,1,1,31,Bacteria,none,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Bacteria;none;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis hyopharyngis
Sphingobium fluviale,4,6,1,0,3,0,2,0,2,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,2,0,0,31,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium fluviale
Solidesulfovibrio alcoholivorans,0,0,0,1,2,0,0,1,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,7,2,0,0,31,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Solidesulfovibrio;Solidesulfovibrio alcoholivorans
Novosphingobium decolorationis,1,0,0,8,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,1,1,4,3,31,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium decolorationis
Tumebacillus luteolus,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31,Bacteria,none,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;Tumebacillus luteolus
Limosilactobacillus fastidiosus,0,0,0,8,0,1,9,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus fastidiosus
Paenibacillus siamensis,3,4,1,1,2,2,4,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,30,Bacteria,none,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus siamensis
Lactobacillus iners,24,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus iners
Clostridium homopropionicum,2,0,1,0,4,2,1,2,2,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,2,1,2,0,30,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium homopropionicum
Desulfovibrio intestinalis,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,6,0,0,30,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio intestinalis
Desulfofarcimen acetoxidans,2,0,1,6,5,1,4,2,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Desulfofarcimen,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfofarcimen;Desulfofarcimen acetoxidans
Marinisporobacter balticus,6,6,2,4,3,0,0,1,3,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Marinisporobacter,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Marinisporobacter;Marinisporobacter balticus
Clostridium polyendosporum,1,1,3,0,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,2,30,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium polyendosporum
Anthocerotibacter panamensis,0,0,0,22,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Bacteria,none,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Anthocerotibacter,Bacteria;none;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;Anthocerotibacter;Anthocerotibacter panamensis
Prevotella denticola,1,0,3,3,1,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,30,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella denticola
Streptomyces kanamyceticus,1,0,3,0,0,0,2,0,6,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,30,Bacteria,none,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Bacteria;none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces kanamyceticus
Cohnella algarum,2,2,2,2,3,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0,0,1,1,30,Bacteria,none,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Bacteria;none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;Cohnella algarum
Companilactobacillus paralimentarius,0,3,2,3,3,3,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,2,0,30,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus paralimentarius
Salicibibacter kimchii,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salicibibacter,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salicibibacter;Salicibibacter kimchii
Pectinatus brassicae,0,4,1,4,0,0,0,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,29,Bacteria,none,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,Bacteria;none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Pectinatus;Pectinatus brassicae
Prevotella lacticifex,0,0,2,0,1,1,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,9,29,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella lacticifex
Lactobacillus acetotolerans,7,0,1,0,0,5,2,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,29,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus acetotolerans
Denitrobacterium detoxificans,1,0,0,0,2,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,5,2,3,29,Bacteria,none,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Denitrobacterium,Bacteria;none;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Denitrobacterium;Denitrobacterium detoxificans
Caloramator viterbiensis,2,2,1,1,1,2,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,29,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Caloramator,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Caloramator;Caloramator viterbiensis
Jeotgalicoccus marinus,2,1,6,2,1,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,29,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus marinus
Megasphaera sueciensis,4,1,0,0,4,1,0,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,1,29,Bacteria,none,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Bacteria;none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;Megasphaera sueciensis
Christensenella massiliensis,1,0,4,1,3,1,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,29,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Christensenella,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Christensenella;Christensenella massiliensis
